County Name,Housing Units,Raw Testing Disparity,Smoothed Testing Disparity,Raw Mean Radon Level,Smoothed Mean Radon Level,Raw Test Count,Smoothed Test Count
Albany County,19540,5.76445634769441,14.128595793272,3.4,3.43131879793866,394,393.885541800098
Big Horn County,5478,8.36633679993788,20.6839802163308,4.8,4.82557516102205,99,102.024307623941
Campbell County,20399,9.75852585283938,24.460553622411,5.2,5.22675343613366,271,274.075532862761
Carbon County,8845,10.0136784662436,25.13661425594,4.9,4.98885355428604,80,85.0582708727149
Converse County,6699,10.9572264030993,26.6671007456931,6.4,6.19539685793991,130,128.298030926969
Crook County,3671,11.7004495129581,29.6430025512283,6.3,6.32394657063699,51,50.3112734551249
Fremont County,18032,11.4274323041831,28.5640107503956,7.8,7.74191535474041,618,612.682231213247
Goshen County,6030,7.61953934903001,18.6473957145988,4.9,4.84844908947563,168,166.85319793983
Hot Springs County,2584,17.3992692754176,41.2436775353863,10.6,9.94956049050511,59,60.0578639085199
Johnson County,4650,6.91703632977727,17.2999199011663,4.5,4.56185260821146,135,133.602955287098
Laramie County,44388,5.25869173491026,12.69218100127,3.8,3.80264637038569,1834,1830.47019729534
Lincoln County,9698,23.1133623259953,56.3460389940632,12.6,12.0316240303229,142,142.375721672579
Natrona County,37354,8.36728111929106,20.7569461960792,5.4,5.39370860850814,1054,1052.97133291093
Niobrara County,1370,7.61289548810249,20.8389982222758,3.7,4.25767238780653,12,14.5954226243036
Park County,14693,7.46547741243778,18.5317190717467,5.1,5.12245858535874,505,502.721243790043
Platte County,4899,5.33641392805163,13.2645208711415,3.4,3.47930422953591,132,130.064171567398
Sheridan County,15214,9.28606056171183,23.1007247052131,7.4,7.36775525264904,846,842.28639268651
Sublette County,6108,12.8495857792047,32.9424198480266,6.4,6.56963046084727,60,63.0022925349576
Sweetwater County,19909,10.4614220592592,26.2785051385258,6.2,6.204666749953,409,406.673171723616
Teton County,14186,11.1007985373638,27.9733961267262,6.5,6.52633568435439,278,277.216995703463
Uinta County,9108,5.14776683115354,12.7267709605899,3.1,3.17607203028846,199,198.112111866829
Washakie County,3868,5.15740089586444,13.1963792187023,3.5,3.69460162642733,130,128.468566029527
Weston County,3568,20.6774761605802,46.5394687643062,10.1,9.0074833409755,32,33.4628262319905
