County Name,Housing Units,Raw Testing Disparity,Smoothed Testing Disparity,Raw Mean Radon Level,Smoothed Mean Radon Level,Raw Test Count,Smoothed Test Count
Abbeville County,12245,6.57840307636471,15.1603443810223,2.9,2.74354017569756,66,66.5823822709112
Aiken County,78520,5.0259264967062,12.0158358494953,2,1.99024082834803,241,238.970946254299
Allendale County,4518,0.365494622658434,7.41970165286795,0.1,0.954606381429849,1,1.76726586940256
Anderson County,89884,3.08679089103074,7.06218921749839,1.8,1.80802557774703,1733,1733.13844698992
Bamberg County,7725,3.36292904016276,7.23348843182357,1.3,1.1987462072537,20,17.4769369962044
Barnwell County,10603,6.16982727094484,11.8785961665688,1.9,1.55615197970203,6,6.79394919882207
Beaufort County,102705,2.35859083183766,5.12602912212474,0.9,0.898714437485165,246,244.105076832604
Berkeley County,88357,2.95060576717899,6.58868809888442,1,0.990343423150682,99,98.7122117570349
Calhoun County,7527,1.70113753852563,6.4762281927769,0.6,1.00751098427903,11,10.4352581602393
Charleston County,195149,2.57021768352425,5.69848400468862,0.9,0.90247275579827,272,271.551657426102
Cherokee County,24849,5.74760546167857,13.7988675001108,2.6,2.57507748296062,153,152.696273153182
Chester County,14783,5.2460821292393,12.413219998332,1.8,1.79745375744474,18,20.0274550601991
Chesterfield County,21829,2.33732368860608,5.99029248579478,0.7,0.823866620949301,10,11.8020834685168
Clarendon County,17965,3.02184477345681,7.30559185240325,0.8,0.91582389919004,3,5.7690999793054
Colleton County,20251,3.26505378850401,7.41690715550466,1,1.01428235584023,11,12.7426602122659
Darlington County,31013,1.82663144868477,4.24963619628358,0.6,0.664181829708023,28,27.626537908466
Dillon County,13830,1.442774837503,3.39419449435364,0.5,0.581209746176843,18,16.7215791610244
Dorchester County,62360,4.16680915082704,9.56230441075835,1.5,1.46232269954881,104,102.715745907858
Edgefield County,11153,6.23324195792092,13.7666703506507,2.1,1.94103596437807,12,13.1499256562501
Fairfield County,11988,4.76528934620632,10.808389943872,1.8,1.72007523103122,27,27.4246739219191
Florence County,61819,2.11418897471812,4.71256369771644,0.7,0.726750389956364,59,57.9544862916785
Georgetown County,36133,1.23820240926344,3.17959271901985,0.4,0.520932474196065,29,28.5446413491081
Greenville County,218206,3.65266803417135,8.49515683197782,2.9,2.89916960275979,12004,11996.1148964199
Greenwood County,31585,3.66960365662045,8.93602441935625,1.5,1.56070182841565,113,111.996180015373
Hampton County,9216,1.2745564862782,5.17418003820143,0.4,0.748932112495734,6,6.34006640936694
Horry County,214832,2.64543448504645,5.73773896381086,0.8,0.784955938994052,106,106.662147298603
Jasper County,12525,1.88612113505998,4.31862639317783,0.6,0.655365174913992,9,9.2793679895033
Kershaw County,29693,2.69450282790037,6.26334988593389,1,1.0364229815382,60,59.1298959956642
Lancaster County,39578,4.45408093232801,10.4597190913576,2.2,2.17458757857796,374,371.006728808208
Laurens County,31734,5.07392397855336,12.1087666868786,2.4,2.38544897005238,244,244.12039914698
Lee County,7808,2.73233483995118,6.13979570944466,0.8,0.84169857837826,3,4.22832450722471
Lexington County,127977,5.13819777782277,12.2433156142035,2.2,2.17952103823822,591,589.247514867304
McCormick County,5732,3.5857980362429,10.0198866919264,1.3,1.54730543931602,10,10.4570443322467
Marion County,15081,2.57935010440673,4.92285677849865,0.8,0.714067778340368,9,9.44483994223275
Marlboro County,12057,2.58891297671795,5.03744691767787,0.8,0.726452845399132,7,7.49530660682596
Newberry County,18453,5.49931315220893,12.6337887088003,2.3,2.19122972820467,75,74.2801634925974
Oconee County,41192,5.86700058665878,14.2393480110396,4.8,4.7909758991875,2469,2466.20707752459
Orangeburg County,42938,3.78113572467791,8.81860988470908,1.3,1.29760316933292,53,52.8893896707554
Pickens County,55596,5.28595637881452,12.7301381415614,3.5,3.49453463731433,1717,1716.90907165605
Richland County,177353,2.66432762087083,5.97571525582157,1.1,1.10728028821565,671,670.610278593364
Saluda County,9499,5.44481076514138,12.7382937926011,2,1.96015621880643,18,18.7538281022803
Spartanburg County,134023,4.3505248266159,10.3105693411674,2.7,2.6988376210148,3280,3278.55306424801
Sumter County,48613,5.20795532548116,10.7910418820806,1.7,1.47886011430639,42,41.8388029747534
Union County,14123,2.99041951445006,9.59239477719994,1.1,1.51265905788232,27,28.7963275103153
Williamsburg County,15633,2.13354000454573,4.67543136209957,0.7,0.713386879305493,14,13.4879079783312
York County,112633,3.99384500563098,9.375795864251,2.1,2.0983011975518,1412,1409.44471484466
